WKT,fid,COUNTRY,NAME,ADDR1,ADDR2,ADDR3,ADDR4,ADDR5,CAT_MOD,STATE
POINT (-93.4277129 44.7219557),4037755,US,Watzl's Point Beach,15625 Red Oaks Rd SE,"Prior Lake, MN  55372",United States,,,travel_and_leisure.beach,MN
POINT (-118.1394487 33.7553644),4053497,US,Monty’s Dog Beach & Bar,5098 E Ocean Blvd,"Long Beach, CA  90803",United States,,,travel_and_leisure.beach.dog_beach,CA
POINT (-76.8568821 38.3824492),4055277,US,Wicomico (luckton Point),35222 Army-Navy Dr,"Mechanicsville, MD  20659",United States,,,travel_and_leisure.beach,MD
POINT (-117.1776633 48.1365963),4055783,US,Diamond Lake Beach,1395 Southshore Diamond Lake Rd,"Newport, WA  99156",United States,,,travel_and_leisure.beach,WA
POINT (-70.0973636 41.2874093),4057909,US,Childrens Beach,15 Harborview Way,"Nantucket, MA  02554",United States,,,travel_and_leisure.beach,MA
POINT (-79.7857727 32.7854639),4058422,US,Sunrise Beach Access,1490 Ocean Blvd,"Isle Of Palms, SC  29451",United States,,,travel_and_leisure.beach,SC
POINT (-70.256844 41.645763),4067532,US,Colonial Acres Beach,146 Standish Way,"West Yarmouth, MA  02673",United States,,,travel_and_leisure.beach,MA
POINT (-155.8229051 20.0216633),4069428,US,Waikui Beach,Ala Kahakai National Historic Trail,HI,United States,,,travel_and_leisure.beach,HI
POINT (-70.2175686 43.561253),4078996,US,Kettle Cove Beach,Kettle Cove Rd,"Cape Elizabeth, ME  04107",United States,,,travel_and_leisure.beach,ME
POINT (-81.9346297 41.4908712),4081053,US,Huntington Beach,28649 Lake Rd,"Bay Village, OH  44140",United States,,,travel_and_leisure.beach,OH
POINT (-82.794493 27.7946673),4084979,US,Madeira Beach,14080 Gulf Blvd,"Madeira Beach, FL  33708",United States,,,travel_and_leisure.beach,FL
POINT (-70.979206 43.593421),4088420,US,Weeks Beach,138 N Shore Dr,"East Wakefield, NH  03830",United States,,,travel_and_leisure.beach,ME
POINT (-80.688359 36.0540171),4091510,US,Living The Freedom Life,1733 Liberty Church Rd,"Yadkinville, NC  27055",United States,,,travel_and_leisure.beach,NC
POINT (-70.3596448 41.631663),4093191,US,Long Beach,Craigville,"Barnstable, MA",United States,,,travel_and_leisure.beach,MA
POINT (-122.6143288 45.6004003),4093702,US,Broughton Beach,4141 NE Marine Dr,"Portland, OR  97211",United States,,,travel_and_leisure.beach,OR
POINT (-122.4777677 46.8232317),4101106,US,Otter Beach,West Ln SE & W Clear Lake Blvd SE,"Yelm, WA  98597",United States,,,travel_and_leisure.beach,WA
POINT (-72.193237 41.0326799),4106744,US,Sammy’s Beach,Sammy's Beach Rd,"East Hampton, NY 11937",United States,,,travel_and_leisure.beach,NY
POINT (-156.8812004 21.1607228),4108809,US,Pelekunu Beach,"Kaunakakai, HI  96748",United States,,,,travel_and_leisure.beach,HI
POINT (-86.0149812 45.9550701),4114859,US,Michigan Shores Road Beach,Lake Michigan,MI,United States,,,travel_and_leisure.beach,MI
POINT (-73.4689826 40.6568149),4119254,US,Biltmore Beach,185 Biltmore Blvd,"Massapequa, NY  11758",United States,,,travel_and_leisure.beach,NY
POINT (-77.2754347 34.5665405),4125007,US,Turtle Beach Gazebo,Ocean Dr,"Sneads Ferry, NC 28460",United States,,,travel_and_leisure.beach,NC
POINT (-82.6913705 28.9082699),4127119,US,Fort Island Beach,16000 W Fort Island Trail,"Crystal River, FL  34429",United States,,,travel_and_leisure.beach,FL
POINT (-158.0954289 21.6113718),4127138,US,Lost Survivor Beach,61-821 Papailoa Rd,"Haleiwa, HI  96712",United States,,,travel_and_leisure.beach,HI
POINT (-74.0718294 39.9736571),4137893,US,Reese Ave North,Bay Blvd,"Toms River, NJ  08753",United States,,,travel_and_leisure.beach,NJ
POINT (-85.6295176 44.7675638),4141250,US,Volleyball Beach,W Grandview Pkwy,"Traverse City, MI 49684",United States,,,travel_and_leisure.beach,MI
POINT (-158.2408476 21.5472116),4142377,US,Keawaula Beach,"Farrington Hwy
Waialua, HI  96786
United States",,,,,travel_and_leisure.beach,HI
POINT (-80.754833 41.372136),4145153,US,Mosquito Lake,Mosquito Creek Lake,"Cortland, OH",United States,,,travel_and_leisure.beach,OH
POINT (-80.1895654 27.2079919),4145221,US,Stuart Causeway,SE Ocean Blvd,"Stuart, FL  34997",United States,,,travel_and_leisure.beach,FL
POINT (-78.8593698 42.8414228),4146002,US,Gallagher Beach,3 Fuhrmann Blvd,"Buffalo, NY  14203",United States,,,travel_and_leisure.beach,NY
POINT (-88.1470561 46.9474528),4149185,US,Private Shoreline Beach-rockport,Huron Bay,MI,United States,,,travel_and_leisure.beach,MI
POINT (-65.7614464 18.1539614),4151255,US,Balneario público de Humacao,"Punta Santiago, PR 00741
United States",,,,,travel_and_leisure.beach,PR
POINT (-82.0055438 26.4848842),4152298,US,San Carlos Bay Beach,18350 McGregor Blvd,"Fort Myers, FL 33908",United States,,,travel_and_leisure.beach,FL
POINT (-92.3663651 45.3089306),4152780,US,Amery Swimming Beach,312 Elm St W,"Amery, WI  54001",United States,,,travel_and_leisure.beach,WI
POINT (-89.5673723 29.2462668),4154477,US,Scofield Beach,Pelican Island,LA,United States,,,travel_and_leisure.beach,LA
POINT (-124.2076659 41.9565377),4155371,US,Smith River Beach,13140 S Indian Rd,"Smith River, CA  95567",United States,,,travel_and_leisure.beach,CA
POINT (-92.0510316 46.731353),4157236,US,Park Point and Beach House,5000 Minnesota Ave,"Duluth, MN 55802",United States,,,travel_and_leisure.beach,MN
POINT (-134.3368953 58.246262),4163103,US,Ready Bullion Beach,Douglas Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-75.0851583 38.7793297),4163979,US,Cape Henlopen State Park Beach,15099 Cape Henlopen Dr,"Lewes, DE  19958",United States,,,travel_and_leisure.beach,DE
POINT (-87.7937877 43.5137869),4166458,US,Silver Rd,175 Silver Beach Rd,"Cedar Grove, WI  53013",United States,,,travel_and_leisure.beach,WI
POINT (-156.372174 20.9232931),4170333,US,Tavares Beach,500 Hana Hwy,"Paia, HI  96779",United States,,,travel_and_leisure.beach,HI
POINT (-122.1226549 36.9664934),4173003,US,Four Mile Beach,1401 Coast Rd,"Santa Cruz, CA  95060",United States,,,travel_and_leisure.beach,CA
POINT (-87.3340094 45.4387979),4180099,US,Private Shoreline Beach- Deadmans Point Area,Green Bay,MI,United States,,,travel_and_leisure.beach,MI
POINT (-84.0532744 40.7561404),4181297,US,Ottawa Metro Park Beach,2632 Ada Rd,"Lima, OH  45801",United States,,,travel_and_leisure.beach,OH
POINT (-70.9024442 41.6239048),4181444,US,Fort Phoenix - Town Beach,Gifford St,"Fairhaven, MA 02719",United States,,,travel_and_leisure.beach,MA
POINT (-80.9961401 29.2045402),4182255,US,Beach at Daytona Beach,1909 S Atlantic Ave,"Daytona Beach, FL  32118",United States,,,travel_and_leisure.beach,FL
POINT (-124.0798025 40.0385863),4182647,US,Little Black Sands Beach,257 Dolphin Dr,"Whitethorn, CA  95589",United States,,,travel_and_leisure.beach,CA
POINT (-87.1055318 30.5371602),4184101,US,Avalon Beach,2712–2794 N 14th Ave,"Milton, FL  32583",United States,,,travel_and_leisure.beach,FL
POINT (-64.7776693 18.3469433),4190313,US,Gibney Beach,North Shore Rd,"St. John, United States Virgin Islands  00830",United States,,,travel_and_leisure.beach,PR
POINT (-123.055186 47.3695324),4190802,US,Shorebrook Community Beach,102 NE Shorebrook Dr,"Tahuya, WA  98588",United States,,,travel_and_leisure.beach,WA
POINT (-86.7121808 45.8429116),4196902,US,Private Shoreline Beach-jacobsville Area,"Rapid River, MI  49878",United States,,,,travel_and_leisure.beach,MI
POINT (-122.5832564 47.2000859),4200335,US,Chambers Bay Beach,"University Place, WA 98467",United States,,,,travel_and_leisure.beach,WA
POINT (-73.0258481 41.2076209),4201013,US,Pond Point Beach,34 Virginia St,"Milford, CT  06460",United States,,,travel_and_leisure.beach,CT
POINT (-75.1770364 38.2021431),4202544,US,Great Egging Beach,Great Egging Island,MD,United States,,,travel_and_leisure.beach,MD
POINT (-67.3906764 44.6689334),4203659,US,Jasper Beach,894 Port Rd,"Machiasport, ME  04655",United States,,,travel_and_leisure.beach,ME
POINT (-71.735665 43.618644),4205523,US,Averycrouse Beach Bristol,86 Shore Dr,"Bristol, NH  03222",United States,,,travel_and_leisure.beach,NH
POINT (-68.4758333 44.1555556),4207340,US,Sand Beach,Swans Island,ME,United States,,,travel_and_leisure.beach,ME
POINT (-88.0747157 30.2484326),4209568,US,Pelican Point Public Beach,51 Bienville Blvd,"Dauphin Island, AL 36528",United States,,,travel_and_leisure.beach,AL
POINT (-156.826414 20.851596),4210188,US,Keomuku Beach,Lanaʻi,HI,United States,,,travel_and_leisure.beach,HI
POINT (-74.6260935 39.2875098),4211197,US,Beesley's Point Beach,9 Harbor Rd,"Marmora, NJ  08223",United States,,,travel_and_leisure.beach,NJ
POINT (-122.843707 45.457479),4213184,US,Seaside,16317 SW Marcile Ln,"Beaverton, OR  97007",United States,,,travel_and_leisure.beach,OR
POINT (-165.6005556 54.1611111),4213347,US,Sanagan,Akun Island,AK,United States,,,travel_and_leisure.beach,AK
POINT (-93.5203027 44.9435988),4215048,US,Robinsons Bay Beach,3342 Robinson Bay Rd,"Deephaven, MN 55391",United States,,,travel_and_leisure.beach,MN
POINT (-71.7142157 41.6224826),4215202,US,W. Alton Jones Beach,Stuckey Ln,"West Greenwich, RI  02817",United States,,,travel_and_leisure.beach,RI
POINT (-122.9464571 38.193439),4220550,US,White Gulch Beach,8180 Pierce Point Rd,CA  94937,United States,,,travel_and_leisure.beach,CA
POINT (-81.5141183 29.4347856),4222922,US,Dexter Beach,325 Grand Rondo E,"Crescent City, FL  32112",United States,,,travel_and_leisure.beach,FL
POINT (172.9421234 52.7581635),4223507,US,Kearney Beach,Attu Island,AK,United States,,,travel_and_leisure.beach,ME
POINT (-70.8081807 41.3565114),4224151,US,Dogfish Bar Beach,"Chilmark, MA  02535",United States,,,,travel_and_leisure.beach,MA
POINT (-83.4479898 45.0441528),4230667,US,Michekewis Beach,Mason St,"Alpena, MI 49707",United States,,,travel_and_leisure.beach,MI
POINT (173.32787 52.83059),4233704,US,Hidalgo Beach,Attu Island,AK,United States,,,travel_and_leisure.beach,ME
POINT (-124.3917485 43.2370324),4236910,US,Merchants Beach,,,,,,travel_and_leisure.beach,OR
POINT (-86.026317 44.9047269),4238040,US,Glen Haven Beach,8432 W Sleeping Bear Dr,"Empire, MI  49630",United States,,,travel_and_leisure.beach,MI
POINT (-71.487254 42.5801507),4238498,US,Town Beach,1 W Prescott St,"Westford, MA  01886",United States,,,travel_and_leisure.beach,MA
POINT (-120.5998601 34.9036665),4239044,US,Brown's Beach,"Santa Maria, CA  93455",United States,,,,travel_and_leisure.beach,CA
POINT (-91.6663836 47.016181),4239296,US,Agate Bay Beach,1 Lighthouse Point Rd,"Two Harbors, MN  55616",United States,,,travel_and_leisure.beach,MN
POINT (-87.595861 41.8208869),4239333,US,Oakwood Beach,"4100 S. Jean-Baptiste Pointe DuSable Lake Shore Drive
Chicago, IL 60653
United States",,,,,travel_and_leisure.beach,IL
POINT (-106.443218 48.0347473),4239519,US,Second Dredge Swim Beach,395 MT-117,"Nashua, MT  59248",United States,,,travel_and_leisure.beach,MT
POINT (-72.9333979 40.7536392),4239657,US,Row Boat Beach,14 Shore Rd,"Bellport, NY 11713",United States,,,travel_and_leisure.beach,NY
POINT (-70.621 41.6866595),4241814,US,Pocasset Beach Improvement Association,135 Circuit Ave,"Pocasset, MA  02559",United States,,,travel_and_leisure.beach,MA
POINT (-76.6788548 35.0288666),4244825,US,Oriental-whittaker Creek,"Merritt, NC  28556",United States,,,,travel_and_leisure.beach,NC
POINT (-82.828498 28.0031378),4245726,US,Clearwater Beach - Carlouel Park,Clearwater Beach Island,FL,United States,,,travel_and_leisure.beach,FL
POINT (-66.4033249 18.4888546),4252125,US,Playa Puerto Nuevo,"Vega Baja, PR 00693",United States,,,,travel_and_leisure.beach,PR
POINT (-86.3776731 30.3766848),4252212,US,Seaduction,"1947 Scenic Gulf Dr
Miramar Beach, FL  32550
United States",,,,,travel_and_leisure.beach,FL
POINT (-80.0648969 26.4022177),4253947,US,Highland Beach,4101 S Ocean Blvd,"Highland Beach, FL 33487",United States,,,travel_and_leisure.beach,FL
POINT (-71.7909936 43.6912955),4254610,US,Hebron Town Beach,55 Lakeshore Dr,"Hebron, NH  03241",United States,,,travel_and_leisure.beach,NH
POINT (-155.9196044 19.4755725),4257133,US,Kealakekua Bay State Historical Park Beach,"Captain Cook, HI  96704",United States,,,,travel_and_leisure.beach,HI
POINT (-70.410862 43.3980631),4257802,US,Goose Rocks Beach,"Kennebunkport, ME 04046",United States,,,,travel_and_leisure.beach,ME
POINT (-96.1713753 36.531614),4262081,US,Twin Coves Beach,"Barnsdall, OK  74002",United States,,,,travel_and_leisure.beach,OK
POINT (-92.0718423 46.7531333),4265134,US,Park Point Lafayette Community Club,2931 S Lake Ave,"Duluth, MN  55802",United States,,,travel_and_leisure.beach,MN
POINT (-76.6372222 38.1227778),4268757,US,Narrow Beach,668 Narrows Beach Rd,"Hague, VA  22469",United States,,,travel_and_leisure.beach,VA
POINT (-75.5395889 37.7691543),4268978,US,Gargathy Beach,,,,,,travel_and_leisure.beach,VA
POINT (-70.5353105 44.0606188),4269844,US,Otisfield Beach,Beach Rd,"Otisfield, ME  04270",United States,,,travel_and_leisure.beach,ME
POINT (-122.8285817 47.3711455),4272138,US,Northwest Case Inlet Tidelands,7460 E Grapeview Loop Rd,"Allyn, WA  98524",United States,,,travel_and_leisure.beach,WA
POINT (-75.7266817 36.0190709),4275967,US,Roanoke Sound - Colington Swimming Beach,1000 Colington Dr,"Kill Devil Hills, NC  27948",United States,,,travel_and_leisure.beach,NC
POINT (-70.5732548 41.9431329),4278444,US,Pilgrim Shorefront Beach,"Plymouth, MA",United States,,,,travel_and_leisure.beach,MA
POINT (-70.9160975 42.3040307),4280660,US,Coast Guard Beach,123 Main St,"Hull, MA 02045",United States,,,travel_and_leisure.beach,MA
POINT (-70.211434 41.6409084),4281393,US,Parker’s River Beach,S Shore Dr,"South Yarmouth, MA 02664",United States,,,travel_and_leisure.beach,MA
POINT (-77.4305263 34.697748),4286217,US,"New River, Southwest Crk- Ski Beach",Perimeter St,"Jacksonville, NC  28540",United States,,,travel_and_leisure.beach,NC
POINT (-92.562499 34.8647579),4287263,US,GMSC Hobie Beach,"Roland, AR  72135",United States,,,,travel_and_leisure.beach,AR
POINT (-76.2774946 36.9678882),4290329,US,Willoughby Beach,998 W Ocean View Ave,"Norfolk, VA  23503",United States,,,travel_and_leisure.beach,VA
POINT (-123.8314752 48.1577846),4291874,US,Low Point Community Beach,160 Low Point Rd,WA  98363,United States,,,travel_and_leisure.beach,WA
POINT (-88.1211537 45.3644395),4293864,US,Little Newton Lake Beach,N11120 Newton Lake Rd,"Crivitz, WI  54104",United States,,,travel_and_leisure.beach,WI
POINT (-66.4516701 18.470216),4294060,US,Los Tubos Beach,PR-686,"Manatí, PR 00674",United States,,,travel_and_leisure.beach,PR
POINT (-82.7381864 27.6238935),4295446,US,Fort DeSoto Beach,Mullet Key,FL,United States,,,travel_and_leisure.beach,FL
POINT (-81.7929232 24.5472135),4299687,US,Dog Beach,,,,,,travel_and_leisure.beach.dog_beach,FL
POINT (-73.177432 40.729591),4302531,US,Overlook Beach,74 Marilynn St,"East Islip, NY  11730",United States,,,travel_and_leisure.beach,NY
POINT (-94.5555934 39.4070928),4304471,US,Little Platte Beach,NE 176th St,"Smithville, MO 64089",United States,,,travel_and_leisure.beach,MO
POINT (-76.042725 36.9295095),4307893,US,Fort Story West,"Virginia Beach, VA  23451",United States,,,,travel_and_leisure.beach,VA
POINT (-70.4761258 41.7640206),4308823,US,Springhill Brook,,,,,,travel_and_leisure.beach,MA
POINT (-122.6402538 48.2898193),4311686,US,Pioneer Way East,1301–1599 SE Pioneer Way,"Oak Harbor, WA  98277",United States,,,travel_and_leisure.beach,WA
POINT (-118.4780152 33.9915722),4312284,US,Beach Now,700 Ocean Front Walk,"Santa Monica, CA  90291",United States,,,travel_and_leisure.beach,CA
POINT (-122.7588696 45.6658637),4318214,US,Blurock Landing,8001 NW Lower River Rd,"Vancouver, WA 98660",United States,,,travel_and_leisure.beach,WA
POINT (-65.6416116 18.376884),4319379,US,Playa Colorá,"Fajardo, PR 00738",United States,,,,travel_and_leisure.beach,PR
POINT (-90.034846 29.2054442),4329041,US,Grand Isle Beach,1734 LA-1,"Grand Isle, LA  70358",United States,,,travel_and_leisure.beach,LA
POINT (-83.2804215 43.9468586),4329198,US,Caseville Pier Beach,9500 Crescent Beach Rd,"Pigeon, MI  48755",United States,,,travel_and_leisure.beach,MI
POINT (-122.4946725 37.6310586),4329876,US,Sharp Park Beach,35 Clarendon Rd,"Pacifica, CA  94044",United States,,,travel_and_leisure.beach,CA
POINT (-71.15896 41.776219),4338185,US,Horseneck Beach,155 Marvel St,"Swansea, MA  02777",United States,,,travel_and_leisure.beach,MA
POINT (-73.4456044 41.0628993),4338844,US,Rowayton Community Beach,65 Rowayton Ave,"Norwalk, CT  06853",United States,,,travel_and_leisure.beach,CT
POINT (-88.1237164 30.247639),4343331,US,Bienville Beach,Dauphin Island AL 36528,United States,,,,travel_and_leisure.beach,AL
POINT (-70.7800104 41.651815),4344645,US,Crescent Beach,4 Silver Shell Ave,"Mattapoisett, MA  02739",United States,,,travel_and_leisure.beach,MA
POINT (-85.4436811 44.2445347),4345003,US,Kenwood Beach,North Blvd,"Cadillac, MI  49601",United States,,,travel_and_leisure.beach,MI
POINT (-80.158803 26.326744),4347699,US,Armstrong Fitness Tv,4048 NW Seventh Pl,"Deerfield Beach, FL  33442",United States,,,travel_and_leisure.beach,FL
POINT (-71.95016 41.0302615),4352553,US,Umbrella Beach,95 S Emerson Ave,"Montauk, NY  11954",United States,,,travel_and_leisure.beach,NY
POINT (-64.7809961 18.3137666),4355788,US,Hart Bay Beach,Hart Bay,"Cruz Bay, United States Virgin Islands",United States,,,travel_and_leisure.beach,PR
POINT (-66.68441 18.480654),4357379,US,Caza Y Pesca Beach,PR-681,"Arecibo, PR  00612",United States,,,travel_and_leisure.beach,PR
POINT (-88.1032026 30.2422948),4358026,US,Hernando Beach,Dauphin Island,AL 36528,United States,,,travel_and_leisure.beach,AL
POINT (-65.9973447 18.4496554),4360179,US,Carolina Public Beach,"Carolina, PR  00979",United States,,,,travel_and_leisure.beach,PR
POINT (-81.5911979 29.500889),4360741,US,Broward Beach Park,342 N Broward Ave,"Pomona Park, FL  32181",United States,,,travel_and_leisure.beach,FL
POINT (-97.0851789 27.7920805),4364318,US,Tony Amos City Beach,101 Access Road 1,"Port Aransas, TX  78373",United States,,,travel_and_leisure.beach,TX
POINT (-85.6030389 44.9912969),4364498,US,Private Shoreline Beach-freedom,675 N Stony Point Rd,"Suttons Bay, MI  49682",United States,,,travel_and_leisure.beach,MI
POINT (-76.5358119 35.4174733),4365178,US,Lupton Shore,Pungo River,"Scranton, NC",United States,,,travel_and_leisure.beach,NC
POINT (-118.2831645 33.7112213),4365615,US,Cabrillo Beach,3720 Stephen M White Dr,"San Pedro, CA 90731",United States,,,travel_and_leisure.beach,CA
POINT (-81.3769461 31.1403492),4367617,US,Frat Beach,,,,,,travel_and_leisure.beach,GA
POINT (-68.6396609 44.0476153),4368332,US,Goss Beach,Duck Harbor Trail,"Isle au Haut, ME",United States,,,travel_and_leisure.beach,ME
POINT (-117.9301429 33.6091064),4372568,US,Blackie's Beach,W Oceanfront & Newport Balboa Bike Trail,"Newport Beach, CA  92663",United States,,,travel_and_leisure.beach,CA
POINT (-85.6322533 45.169274),4372745,US,Christmas Cove Beach,12637 N Island View Dr,"Northport, MI  49670",United States,,,travel_and_leisure.beach,MI
