fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
6950869,Arroyo Quemada Beach,34.4685219,-120.1137185,"192 Arroyo Quemada Ln, Goleta, CA 93117, USA",192,Arroyo Quemada Lane,Goleta,Santa Barbara County,California,93117,United States,municipal,City of Goleta,OK,89–199 Arroyo Quemada Ln,"Goleta, CA  93117",United States,,
6953070,China Ladder Beach,37.0675406,-122.2565867,"1551 CA-1, Davenport, CA 95017, USA",1551,California 1,Davenport,Santa Cruz County,California,95017,United States,municipal,City of Davenport,OK,CA-1,CA,United States,,
6966063,Buccaneer Beach,33.1767482,-117.3691267,"1530124900, Oceanside, CA 92054, USA",,,Oceanside,San Diego County,California,92054,United States,municipal,City of Oceanside,OK,1500 S Pacific St,"Oceanside, CA  92054",United States,,
6974265,La Senda And Bay Drive Beach,33.4887096,-117.7351602,"35 Bay Dr, Laguna Beach, CA 92651, USA",35,Bay Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,35 Bay Dr,"Laguna Beach, CA 92651",United States,,
7000223,Perris Beach,33.862968,-117.1895957,"VR76+55 Moreno Valley, CA, USA",,,Moreno Valley,Riverside County,California,,United States,municipal,City of Moreno Valley,OK,Lake Perris,"Perris, CA 92571",United States,,
7022197,Cameo Shores Beach,33.5870556,-117.8656382,"101 Milford Dr, Corona Del Mar, CA 92625, USA",101,Milford Drive,Corona Del Mar,Orange County,California,92625,United States,municipal,City of Corona Del Mar,OK,101 Milford Dr,"Corona Del Mar, CA 92625",United States,,
7051072,Pacific Beach,32.7961494,-117.2573858,"7 Crystal Pier, San Diego, CA 92109, USA",7,Crystal Pier,Pacific Beach,San Diego County,California,92109,United States,municipal,City of Pacific Beach,OK,700 Grand Ave,"San Diego, CA  92109",United States,,
7055490,Island Beach,36.8047222,-121.7880556,"7540-7548 Sandholdt Rd, Moss Landing, CA 95039, USA",7540-7548,Sandholdt Road,Moss Landing,Monterey County,California,95039,United States,municipal,City of Moss Landing,OK,7454 Sandholdt Rd,"Moss Landing, CA 95039",United States,,
7058195,Arroyo De La Cruz Beach,35.7083111,-121.3077392,"PM5R+8W Ragged Point, CA, USA",,,Ragged Point,San Luis Obispo County,California,93452,United States,municipal,City of Ragged Point,OK,,,,,
7096044,Roosevelt Beach,37.4359,-122.42721,"Hwy 1 & Nurseryman Exchange, Half Moon Bay, CA 94019, USA",,,Half Moon Bay,San Mateo County,California,94019,United States,municipal,City of Half Moon Bay,OK,289 Eagle Trace Dr,"Half Moon Bay, CA  94019",United States,,
7130035,Benicia Public Pier & Beach,38.0440608,-122.1625024,"135 E B St, Benicia, CA 94510, USA",135,East B Street,Benicia,Solano County,California,94510,United States,municipal,City of Benicia,OK,90 1st St,"Benicia, CA  94510",United States,,
7142720,Sculptured Beach,38.0102031,-122.8447146,"2564+34 Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,"Inverness, CA 94937",United States,,,
7166025,South Casa Beach,32.8463918,-117.2787148,"Sunset Bench, 17 Coast Blvd, La Jolla, CA 92037, USA",17,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,849 Coast Blvd,"La Jolla, CA 92037",United States,,
7187807,Laguna Creek Beach,36.9830405,-122.1554174,"XRMV+6R Majors, CA, USA",,,Majors,Santa Cruz County,California,95060,United States,municipal,City of Majors,OK,Laguna Rd and Cabrillo Hwy,"Santa Cruz, CA 95060",United States,,
7190994,Shell Beach,38.4172502,-123.1055193,"CV8V+WQ Jenner, CA, USA",,,Jenner,Sonoma County,California,95450,United States,municipal,City of Jenner,OK,,,,,
7196391,Venice Beach,37.47959,-122.45093,"6 Venice Blvd, Half Moon Bay, CA 94019, USA",6,Venice Boulevard,Half Moon Bay,San Mateo County,California,94019,United States,municipal,City of Half Moon Bay,OK,Venice Beach Overlook,"Half Moon Bay, CA  94019",United States,,
7206736,Lifeguard Tower 18,33.605827,-117.9243386,"Oceanfront &, Balboa Blvd, 18th St, Newport Beach, CA 92661, USA",,18th Street,Balboa Peninsula,Orange County,California,92661,United States,municipal,City of Balboa Peninsula,OK,18th St & To Newport Beach From 18th St,"Newport Beach, CA  92663",United States,,
7228554,Cowell’s Beach,36.9616202,-122.0244169,"175 W Cliff Dr, Santa Cruz, CA 95060, USA",175,West Cliff Drive,Santa Cruz,Santa Cruz County,California,95060,United States,municipal,City of Santa Cruz,OK,"Pacific Ave and Beach St
Santa Cruz, CA  95060
United States",,,,
7243423,North Star Beach,33.6247954,-117.8933269,"1 Whitecliffs Dr, Newport Beach, CA 92660, USA",1,Whitecliffs Drive,Newport Beach,Orange County,California,92660,United States,municipal,City of Newport Beach,OK,1 Whitecliffs Dr,"Newport Beach, CA  92660",United States,,
7250367,El Sol Beach,34.0417474,-118.9070678,"33600 Pacific Coast Hwy, Malibu, CA 90265, USA",33600,Pacific Coast Highway,Western Malibu,Los Angeles County,California,90265,United States,municipal,City of Western Malibu,OK,33600 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
7264184,Point Reyes Beach North,38.0777702,-122.9744983,"32HG+46 Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,13275 Sir Francis Drake Blvd,"Inverness, CA  94937",United States,,
7300560,Capistrano Beach,33.4480489,-117.6556027,"35485 Beach Rd, Dana Point, CA 92624, USA",35485,Beach Road,Dana Point,Orange County,California,92624,United States,municipal,City of Dana Point,OK,35005 Beach Rd,"Capo Beach, CA 92675",United States,,
7336997,Cove Beach,37.1170205,-122.309031,"4M8R+R9 Bonny Doon, CA, USA",,,Bonny Doon,Santa Cruz County,California,95060,United States,municipal,City of Bonny Doon,OK,Cove Beach,"Pescadero, CA 94060",United States,,
7337306,Christi Beach,34.0266707,-119.8759362,856224GF+MJ,,,,,,,,municipal,,OK,Santa Cruz Island,CA,United States,,
7347935,Kelham Beach,37.9968137,-122.8217733,"X5WH+P7 Inverness, CA, USA",,,Inverness,Marin County,California,,United States,municipal,City of Inverness,OK,1 Bear Valley Rd,"Point Reyes Station, CA 94956",United States,,
7386318,Starlight Beach,38.54289,-121.56191,"3119 Catalina Island Rd, West Sacramento, CA 95691, USA",3119,Catalina Island Road,West Sacramento,Yolo County,California,95691,United States,municipal,City of West Sacramento,OK,3134 San Nicolas Rd,"West Sacramento, CA  95691",United States,,
7386594,Alameda Point Shoreline,37.7708219,-122.2953144,"250 W Hornet Ave, Alameda, CA 94501, USA",250,West Hornet Avenue,Alameda,Alameda County,California,94501,United States,municipal,City of Alameda,OK,250 W Hornet Ave,"Alameda, CA  94501",United States,,
7451351,Big Rock Beach,34.0365997,-118.6103141,"20000 Pacific Coast Hwy, Malibu, CA 90265, USA",20000,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,20000 Pacific Coast Highway,"Malibu, CA 90265",United States,,
7493427,Pebble Beach at Bean Hollow State Beach,37.2367349,-122.4159551,"12413 CA-1, Pescadero, CA 94060, USA",12413,California 1,Pescadero,San Mateo County,California,94060,United States,state,California State Parks,OK,"Cabrillo Hwy
Pescadero CA 94060
United States",,,,
7503874,Sycamore Island,36.8545379,-119.8230221,"V53G+RQ Fresno, CA, USA",,,Fresno,Fresno County,California,,United States,municipal,City of Fresno,OK,"Madera, CA  93636",United States,,,
7520091,Ocean & Junipero,33.7629519,-118.1687861,"2100 E Ocean Blvd, Long Beach, CA 90803, USA",2100,East Ocean Boulevard,Alamitos Beach,Los Angeles County,California,90803,United States,municipal,City of Alamitos Beach,OK,30 Junipero Ave,"Long Beach, CA  90803",United States,,
7550866,Steep Ravine Beach,37.8849786,-122.6283342,"V9MC+XM Stinson Beach, CA, USA",,,Stinson Beach,Marin County,California,94970,United States,municipal,City of Stinson Beach,OK,"3301 Shoreline Hwy
Stinson Beach, CA  94970
United States",,,,
7556011,Sneaker Beach,33.506054,-115.918293,"G34J+CM North Shore, CA, USA",,,North Shore,Riverside County,California,92254,United States,municipal,City of North Shore,OK,State Park Rd,"Mecca, CA  92254",United States,,
7579590,Wig Beach,34.095112,-117.7146006,"146 N College Ave, Claremont, CA 91711, USA",146,North College Avenue,Claremont,Los Angeles County,California,91711,United States,municipal,City of Claremont,OK,101 N College Ave,"Claremont, CA  91711",United States,,
7579679,Middle Beach,33.3441302,-118.325597,"315 Crescent Ave, Avalon, CA 90704, USA",315,Crescent Avenue,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,401 Avalon Waterfront,"Avalon, CA 90704",United States,,
7625501,Kiteboard Beach,37.5714091,-122.2786194,"30 Lakeside Dr, Foster City, CA 94404, USA",30,Lakeside Drive,Foster City,San Mateo County,California,94404,United States,municipal,City of Foster City,OK,San Francisco Bay Trail,"Foster City, CA",United States,,
7629278,Otsuchi Point,39.4451707,-123.8152112,"C5WM+3W Fort Bragg, CA, USA",,,Fort Bragg,Mendocino County,California,95437,United States,municipal,City of Fort Bragg,OK,Ka Kahleh Trail,"Fort Bragg, CA  95437",United States,,
7636256,Children's Pool,32.8475343,-117.2785833,"834 Coast Blvd, La Jolla, CA 92037, USA",834,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,850 Coast Blvd,"La Jolla, CA 92037",United States,,
7641905,North Manhattan Beach,33.8882518,-118.4096894,"425 15th St Ste C, Manhattan Beach, CA 90266, USA",425,15th Street,Manhattan Beach,Los Angeles County,California,90266,United States,municipal,City of Manhattan Beach,OK,425 15th St,"Manhattan Beach, CA  90266",United States,,
7650507,Sand City Beach,36.6109635,-121.8595806,"2600 Sand Dunes Dr, Monterey, CA 93940, USA",2600,Sand Dunes Drive,Monterey,Monterey County,California,93940,United States,municipal,City of Monterey,OK,2610 Sand Dunes Dr,"Monterey, CA  93940",United States,,
7653036,Corona del Mar State Beach,33.5933058,-117.8753466,"3031 Ocean Blvd, Corona Del Mar, CA 92625, USA",3031,Ocean Boulevard,Corona Del Mar,Orange County,California,92625,United States,state,California State Parks,OK,"3100 Ocean Blvd
Coronal Del Mar, CA 92625
United States",,,,
7659228,Tecolote Canyon Beach,34.431496,-119.907709,"7925 Hollister Ave, Goleta, CA 93117, USA",7925,Hollister Avenue,Goleta,Santa Barbara County,California,93117,United States,municipal,City of Goleta,OK,7964 Hollister Ave,"Goleta, CA  93117",United States,,
7667652,Beer Can Beach,36.9539376,-121.8849448,"1048 Vía Palo Alto, Aptos, CA 95003, USA",1048,Vía Palo Alto,Aptos,Santa Cruz County,California,95003,United States,municipal,City of Aptos,OK,1094 Via Palo Alto,"Aptos, CA  95003",United States,,
7696843,Natural Bridges State Beach,36.9503719,-122.057333,"Natural Bridges State Beach, 2531 W Cliff Dr, Santa Cruz, CA 95060, USA",2531,West Cliff Drive,Santa Cruz,Santa Cruz County,California,95060,United States,state,California State Parks,OK,2531 W Cliff Dr,"Santa Cruz, CA  95060",United States,,
7762348,Bonny Doon Beach,37.0003829,-122.1815657,"Hwy 1 & Bonny Doon Rd, Davenport, CA 95017, USA",,,Davenport,Santa Cruz County,California,95017,United States,municipal,City of Davenport,OK,"Santa Cruz, CA  95060",United States,,,
7822128,Life's A Beach Camps,32.7863718,-117.2523656,"3862 Bayside Walk, San Diego, CA 92109, USA",3862,Bayside Walk,Mission Beach,San Diego County,California,92109,United States,municipal,City of Mission Beach,OK,3860 Bayside Walk,"San Diego, CA  92109",United States,,
7828112,Pirate’s Cove Beach,33.5940428,-117.8781127,"RNTLS, 2907 Ocean Blvd, Corona Del Mar, CA 92625, USA",2907,Ocean Boulevard,Corona Del Mar,Orange County,California,92625,United States,municipal,City of Corona Del Mar,OK,Heliotrope Ave & Ocean Blv,"Newport Beach, CA 92625",United State,,
7831911,Montage Laguna Beach,33.5135482,-117.7567595,"30799 Coast Hwy, Laguna Beach, CA 92651, USA",30799,Coast Highway,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,30801 S Coast Hwy,"Laguna Beach, CA  92651",United States,,
7835013,Ocean Beach Community Park,32.7444444,-117.2461111,"4741 Santa Monica Ave, San Diego, CA 92107, USA",4741,Santa Monica Avenue,Point Loma,San Diego County,California,92107,United States,municipal,City of Point Loma,OK,4741 Santa Monica Ave,"San Diego, CA  92107",United States,,
7847271,La Jolla Shores,32.856987,-117.257574,"8240 La Vereda, La Jolla, CA 92037, USA",8240,La Vereda,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,"La Vereda Dr
La Jolla, CA 92037
United States",,,,
7878160,Gleason Beach,38.3908783,-123.0859032,"6450 CA-1, Bodega Bay, CA 94923, USA",6450,California 1,Bodega Bay,Sonoma County,California,94923,United States,municipal,City of Bodega Bay,OK,6376–6438 N Highway One,"Bodega Bay, CA  94923",United States,,
7883790,Albany Beach,37.8886496,-122.3165466,"1100 Eastshore Fwy, Albany, CA 94710, USA",1100,Eastshore Freeway,Albany,Alameda County,California,94710,United States,municipal,City of Albany,OK,24 Buchanan St,"Berkeley, CA  94710",United States,,
7889719,Staircase Beach,34.047277,-118.950278,"39996 Pacific Coast Hwy, Malibu, CA 90265, USA",39996,Pacific Coast Highway,Malibu,Ventura County,California,90265,United States,municipal,City of Malibu,OK,Leo Carrillo State Park,40000 Pacific Coast Hwy,"Malibu, CA 90265",United States,
7930440,Amarillo Beach,34.029957,-118.707838,"24436 Malibu Rd, Malibu, CA 90265, USA",24436,Malibu Road,Central Malibu,Los Angeles County,California,90265,United States,municipal,City of Central Malibu,OK,24436 Malibu Rd,"Malibu, CA  90265",United States,,
7999023,Mavericks Beach,37.4956053,-122.4965072,"FGW3+5V Pillar point north, Moss Beach, CA, USA",,,Moss Beach,San Mateo County,California,,United States,municipal,City of Moss Beach,OK,"W Point Ave
Half Moon Bay, CA 94019
United States",,,,
8042160,Oak Bottom Beach,40.6481169,-122.5898246,"12493 State Hwy 299 Hwy, French Gulch, CA 96033, USA",12493,State Highway 299 Highway,French Gulch,Shasta County,California,96033,United States,municipal,City of French Gulch,OK,327 Whiskeytown-Shasta-Trinity Nra,"Whiskeytown, Ca 96095",United States,,
8119639,Kings Beach,39.2365163,-120.0272654,"8298 Brockway Vista Ave, Kings Beach, CA 96143, USA",8298,Brockway Vista Avenue,Kings Beach,Placer County,California,96143,United States,municipal,City of Kings Beach,OK,8246 Brockaway Vista Drive,"Tahoe Vista, CA  96148",United States,,
8135145,Playa Del Rey Beach,33.9573326,-118.4508777,"6900 Pacific Ave, Playa Del Rey, CA 90293, USA",6900,Pacific Avenue,Playa del Rey,Los Angeles County,California,90293,United States,municipal,City of Playa del Rey,OK,,,,,
8143000,Shaw’s Cove Beach,33.5456958,-117.7983928,"989 Cliff Dr, Laguna Beach, CA 92651, USA",989,Cliff Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,1009 Cliff Dr,"Laguna Beach, CA  92651",United States,,
8146130,Carmel River Bird Sanctuary,41.1353823,-124.1546596,"Sue-Meg Park, California 95570, USA",,,,Humboldt County,California,95570,United States,municipal,,OK,4150 Patricks Point Dr,"Trinidad, CA  95570",United States,,
8161840,Two Harbors-the Isthmus of Catalina,33.4399947,-118.4983253,"1 Banning House Rd, Avalon, CA 90704, USA",1,Banning House Road,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Little Harbor Rd,"Avalon, CA  90704",United States,,
8189405,Redondo Beach,37.4403237,-122.4440304,"CHR4+49 Half Moon Bay, CA, USA",,,Half Moon Bay,San Mateo County,California,94019,United States,municipal,City of Half Moon Bay,OK,Redondo Beach,"Half Moon Bay, CA 94019",United States,,
8210039,Andrew Molera Beach,36.2536434,-121.8361537,"7537+FG Big Sur, CA, USA",,,Big Sur,Monterey County,California,93920,United States,municipal,City of Big Sur,OK,"Monterey County, CA",United States,,,
8259283,Quarry Beach,37.8591538,-122.4209635,"VH6H+9M, Tiburon, CA 94920, USA",,,Belvedere Tiburon,Marin County,California,94920,United States,municipal,City of Belvedere Tiburon,OK,Steps To East Garrison Group Picnic Area,"Sausalito, CA  94965",United States,,
8299067,Rockaway Beach,37.6079931,-122.4981058,"100 Rockaway Beach Ave, Pacifica, CA 94044, USA",100,Rockaway Beach Avenue,Linda Mar,San Mateo County,California,94044,United States,municipal,City of Linda Mar,OK,Rockaway Beach Ave & Old County Rd,"Pacifica, CA 94044",United States,,
8308105,Russian Gulch State Park Beach,39.3294049,-123.8049364,"85HW+Q2 Mendocino, CA, USA",,,Mendocino,Mendocino County,California,95460,United States,state,California State Parks,OK,N Highway 1,"Mendocino, CA  95460",United States,,
8346742,Visit Huntington Beach Surf City Usa,33.6572535,-118.0035805,"455 Pacific Coast Hwy, Huntington Beach, CA 92648, USA",455,Pacific Coast Highway,Huntington Beach,Orange County,California,92648,United States,municipal,City of Huntington Beach,OK,155 Fifth St,Unit 111,"Huntington Beach, CA  92648",United States,
8456473,More Mesa Beach - Santa Barbara,34.4180887,-119.7938597,"C694+6F Eastern Goleta Valley, CA, USA",,,Eastern Goleta Valley,Santa Barbara County,California,,United States,municipal,City of Eastern Goleta Valley,OK,1095 Mockingbird Ln,"Santa Barbara, CA  93110",United States,,
8463512,Strawberry Beach,36.9562535,-122.1021044,"XV4X+G5 Santa Cruz, CA, USA",,,Santa Cruz,Santa Cruz County,California,,United States,municipal,City of Santa Cruz,OK,Wilder Ranch Bluff Trails,"Santa Cruz, CA  95060",United States,,
